,train_step,reward_mean,reward_std
0,0,25.65347635491263,1.4676852165
1,1,26.365426754762445,0.62356725463223
2,2,26.2546723546123492,0.27236762546
3,3,26.950704717666614,0.9999926842011438
4,4,27.066770528222175,1.4855461628861992
5,5,28.220226516777725,0.5427640862138233
6,6,28.27519893333331,0.25499817630360705
7,7,28.428302914222172,0.9762190480267994
8,8,28.14580604377771,0.9261449305435346
9,9,28.0120309183333,0.1399429998893124
10,10,28.5166460314444,0.39373859517738286
11,11,28.463158933222203,0.33692712373589123
12,12,28.57144069666664,0.28463697419093537
13,13,28.189664738777747,0.044013133100056674
14,14,28.23305049188887,0.15418431351747944
15,15,28.328366916888857,0.06029730660006343
16,16,27.558685156888856,1.128551265710127
17,17,27.294920712888814,1.2722386833855572
18,18,28.525141119777732,0.5834528585705239
19,19,28.72160335099997,0.22537351996064445
20,20,28.530738465666627,0.17166208510791287
21,21,28.470974921222194,0.2710657709130058
22,22,29.03510645777773,0.18173138390677296
23,23,27.653254031222193,1.1301431278127747
24,24,27.509150938888848,1.02209766853574
25,25,28.266407812888826,0.5211160732170853
26,26,28.459661138777737,0.17124234018147863
27,27,28.355621141666642,0.09685281964867727
28,28,28.329570469777746,0.290247196707067
29,29,27.811027365666618,1.5555577798585332
30,30,28.40459713944443,0.08786236102284692
31,31,28.403812255444393,0.9796353749864135
32,32,28.569318901222164,0.2611563805805832
33,33,28.432109133999983,0.22105747567278866
34,34,28.560308241666633,0.13017599114999454
35,35,28.567999790111074,0.04716558756507254
36,36,27.656221154777725,1.7923123496975508
37,37,28.83219445733329,0.18365015248221728
38,38,26.950704717666614,0.9999926842011438
39,39,28.30395801422218,0.08815782444493857
40,40,28.51120422755555,0.40960868999372324
41,41,28.699375773999975,0.2375002066369179
42,42,28.81592422399996,0.2948263220460002
43,43,28.396419351999963,0.2943151679184018
44,44,28.987368668444415,0.1950162726067862
45,45,27.100445150444386,1.1811475074447024
46,46,28.47387357211109,0.33490042842173895
47,47,28.7366459973333,0.15835584320263035
48,48,28.922092212555537,0.6466585824736624
49,49,28.508884236222197,0.5318611418020225
50,50,28.6184317733333,0.38721557365242093
51,51,27.656911815444392,1.4263881367727798
52,52,27.851030916888856,1.1483559537859562
53,53,28.54856068255555,0.37262488706706814
54,54,29.00414733155552,0.4259735562536361
55,55,28.712254894111098,0.3619935722497413
56,56,28.58135000566665,0.329012788805182
57,57,28.461886001888853,1.2457875798751827
58,58,28.799669992111106,0.3233018186115575
59,59,27.932118016777732,1.9442600257588827
60,60,27.898627349666622,1.1748394689223516
61,61,28.949487785888863,0.5249243559054408
62,62,29.39129662655553,0.06140615384420686
63,63,28.404235349111058,1.0071223383960402
64,64,28.83618732466664,0.16552123226622686
65,65,28.3973597954444,1.3179006381542844
66,66,29.012795308444407,0.41492402086349967
67,67,28.64689754611108,0.13316529617636635
68,68,28.60048421999996,0.19629779158590474
69,69,28.803049558222188,0.421232250461264
70,70,28.740124227555523,0.2979714814620471
71,71,28.92255530422221,0.23021453382176238
72,72,28.746558868444424,0.5836692318400437
73,73,29.19199797044443,0.32193737081566254
74,74,28.60406375566664,0.17507314027462037
75,75,28.924105544999964,0.10406259479120267
76,76,28.512613102888853,0.7390433582574135
77,77,28.70062377011104,0.7866009528769988
78,78,29.131223740666666,0.20089366080990034
79,79,29.288751734999973,0.49133202854053604
80,80,29.123622842777763,0.2791032545276424
81,81,29.115335740666623,0.35065671749995725
82,82,28.50113132477772,0.7599942529609905
83,83,28.935815760888815,1.2020300641166493
84,84,28.60998908755552,0.7076879671282904
85,85,29.215678845666645,0.27218222100525247
86,86,29.088971280555537,0.2992668908602392
87,87,28.943485963444413,0.47476800820188614
88,88,29.103743735111077,0.330069113212073
89,89,29.13347618466666,0.2944282266714298
90,90,27.191812270111043,0.1790654795409444
91,91,29.113021065999988,0.14850287874275986
92,92,29.222869946222204,0.43854968943116573
93,93,29.124874424222195,0.32403859715500644
94,94,29.109597068444412,0.30126717020116933
95,95,29.195901077666644,0.2535291407353802
96,96,27.460785574555498,1.4167243510443195
97,97,29.16006550555549,0.9441138475129413
98,98,29.220565043777743,0.2980683011602052
99,99,29.570389038333293,0.46845899425771254
