,train_step,reward_mean,reward_std
0,0,15.34562678878, 1.7897654357
1,1, 18.44565245628626, 2.7676526272
2,2,25.93456509733326,2.864317342465438
3,3,27.465851295222137,0.2878150023696558
4,4,23.73055446355549,5.737161229716089
5,5,27.633568618333243,0.31882083978193143
6,6,27.211017516555472,0.5341209786861536
7,7,28.023882365444354,0.40494547684114574
8,8,27.823458392777685,0.8124183739893314
9,9,24.96126647899992,4.255053980509481
10,10,26.076602447333254,1.8738375546092336
11,11,24.283249574444394,4.931286567919501
12,12,26.325984625222134,3.006871708853247
13,13,27.943210374333262,0.317009031944149
14,14,27.987195271555482,0.6121003398102456
15,15,28.268565031999923,0.9879356687589281
16,16,28.268565031999923,0.9879356687589281
17,17,26.52677130866658,2.2104159980536204
18,18,25.303411304666596,4.3864817088736725
19,19,27.74438190622216,1.5631159108439732
20,20,28.983521434333273,0.09849571295687554
21,21,25.16084687099995,4.979633374721869
22,22,27.817848576222143,1.3571218440738027
23,23,29.093553410222174,0.525788699400886
24,24,27.66235966888884,2.500103642608263
25,25,25.736421898888825,5.544771721570207
26,26,28.321475200666615,1.6867812979098027
27,27,25.999359651666623,6.216816282851124
28,28,30.12280577688885,0.32145479082215356
29,29,26.336533901555498,5.222877529962678
30,30,27.848381876444392,2.62623495741017
31,31,30.02030796088886,0.9572548358315169
32,32,30.12607239788886,1.294903700710606
33,33,27.41328578066664,5.076078786598385
34,34,30.806063467444414,0.5272449448252005
35,35,26.383261812111076,7.494909188076732
36,36,30.659508818333308,0.0926328951983226
37,37,27.023265399666627,5.1595337681220546
38,38,29.071029762555508,2.608413313581695
39,39,31.759431391444423,0.2683328852233477
40,40,31.20838876077774,0.5849693698394633
41,41,26.70814182855551,6.010373664149288
42,42,28.589990665444404,3.3421438938008152
43,43,26.899883148888858,6.056021614569197
44,44,30.023583453999986,2.0842387787730527
45,45,28.059352420555513,4.874116777186862
46,46,29.155859946888825,3.3641789484788682
47,47,31.431627820222207,0.5672034540838299
48,48,31.5385958132222,0.32231272350108126
49,49,30.57650786544443,1.3071391069029732
50,50,28.583368383777756,3.945522089986056
51,51,27.809659976999967,5.1072209484605215
52,52,29.661904334999974,3.2507550583755727
53,53,27.6403817794444,5.5458573311233135
54,54,29.580605687222185,3.290496591332319
55,55,31.59093179855553,0.1268152256797574
56,56,31.843534429555536,0.21719381040437205
57,57,31.738130902222206,0.37484328470660766
58,58,27.341176410888824,6.330201160690858
59,59,31.65898422122221,0.5101153123096336
60,60,28.209618152222202,5.9880655128168225
61,61,29.15719503499996,3.0147494168778675
62,62,26.405807567777746,6.7359610539692545
63,63,31.32970690377776,0.4178828215700004
64,64,31.951203747888872,0.22121912329526527
65,65,31.343602036333312,0.0726194976292047
66,66,27.147200426222184,6.229621861954293
67,67,30.6873158262222,1.7710817170599498
68,68,31.723600221222217,0.4570249394143734
69,69,22.50584596122216,6.682838829309793
70,70,29.513709668111108,3.186556019098073
71,71,31.16352648177775,0.33481650221980647
72,72,31.87427931955554,0.33891815165463524
73,73,31.955431307333328,0.27484596876203204
74,74,28.975247459888845,3.9747628639004273
75,75,29.785673184666617,1.9608700629651699
76,76,31.823097982888868,0.2902851522550504
77,77,26.722164895111064,5.491430882526063
78,78,25.244564056888844,5.913933751011454
79,79,31.577272209666642,0.40412501020612257
80,80,31.753786849222198,0.35345870075726116
81,81,31.912681970111084,0.436180145849033
82,82,27.0599773124444,6.413100036391988
83,83,31.098774465999995,1.1910751687023264
84,84,32.14711126444443,0.7168775734261879
85,85,27.430913313777733,6.200908921715105
86,86,25.280783657111026,4.877044175209479
87,87,29.85116208188886,2.853065042308061
88,88,32.00387575499999,0.2790510248681858
89,89,32.0188401861111,0.13430115049650693
90,90,27.317984408888858,6.181810600010581
91,91,31.061875799666648,0.059093261771715096
92,92,32.01126683488889,0.606402868021979
93,93,29.152307858666646,4.4803549674766945
94,94,29.174812810222182,1.5559728079559105
95,95,29.753886536777756,3.083694104392163
96,96,32.13778149655554,0.39891658012315556
97,97,31.83749352933331,0.33826423396204197
98,98,26.93369286944441,6.494751961740886
99,99,31.55990067988887,0.40810401130549806
